Date (Y.M.D)	Time (H:M:S)	Turbidity	Units	External Temperature	Scale	Range
28.04.2017	1:48:56	31.8	NTU	22.8	C	0
28.04.2017	1:58:56	20.4	NTU	23.1	C	0
28.04.2017	2:08:56	20.9	NTU	23.3	C	0
28.04.2017	2:18:56	21.2	NTU	23.2	C	0
28.04.2017	2:28:56	22.7	NTU	23	C	0
28.04.2017	2:38:56	22.3	NTU	23.1	C	0
28.04.2017	2:48:56	22.7	NTU	23	C	0
28.04.2017	2:58:56	23.3	NTU	23.1	C	0
28.04.2017	3:08:56	22.1	NTU	23	C	0
28.04.2017	3:18:56	23.1	NTU	23	C	0
28.04.2017	3:28:57	23.6	NTU	23	C	0
28.04.2017	3:38:57	23.8	NTU	22.9	C	0
28.04.2017	3:48:57	23.5	NTU	23	C	0
28.04.2017	3:58:57	23.5	NTU	22.9	C	0
28.04.2017	4:08:57	23.5	NTU	23	C	0
28.04.2017	4:18:57	24.2	NTU	22.9	C	0
28.04.2017	4:28:57	24	NTU	22.9	C	0
28.04.2017	4:38:57	23.9	NTU	22.8	C	0
28.04.2017	4:48:57	23.5	NTU	22.8	C	0
28.04.2017	4:58:57	24.2	NTU	22.8	C	0
28.04.2017	5:08:57	23.5	NTU	22.8	C	0
28.04.2017	5:18:57	23.3	NTU	22.8	C	0
28.04.2017	5:28:57	23	NTU	22.8	C	0
28.04.2017	5:38:58	22.9	NTU	22.8	C	0
28.04.2017	5:48:58	23	NTU	22.8	C	0
28.04.2017	5:58:58	22.9	NTU	22.8	C	0
28.04.2017	6:08:58	23	NTU	22.9	C	0
28.04.2017	6:18:58	23.3	NTU	22.9	C	0
28.04.2017	6:28:58	23.4	NTU	22.9	C	0
28.04.2017	6:38:58	23.1	NTU	22.9	C	0
28.04.2017	6:48:58	22.9	NTU	22.9	C	0
28.04.2017	6:58:58	23	NTU	22.8	C	0
28.04.2017	7:08:58	23	NTU	22.7	C	0
28.04.2017	7:18:58	23.8	NTU	22.8	C	0
28.04.2017	7:28:58	23.1	NTU	22.9	C	0
28.04.2017	7:38:58	23.1	NTU	22.9	C	0
28.04.2017	7:48:58	23.1	NTU	22.8	C	0
28.04.2017	7:58:59	23.5	NTU	22.9	C	0
28.04.2017	8:08:59	23.1	NTU	22.8	C	0
28.04.2017	8:18:59	22.7	NTU	22.9	C	0
28.04.2017	8:28:59	23	NTU	23	C	0
28.04.2017	8:38:59	23.5	NTU	23.1	C	0
28.04.2017	8:48:59	23.8	NTU	23.1	C	0
28.04.2017	8:58:59	23.8	NTU	23.1	C	0
28.04.2017	9:08:59	23.1	NTU	23	C	0
28.04.2017	9:18:59	23.8	NTU	23.2	C	0
28.04.2017	9:28:59	22.6	NTU	23.2	C	0
28.04.2017	9:38:59	23.2	NTU	22.2	C	0
28.04.2017	9:48:59	22.5	NTU	20.3	C	0
28.04.2017	9:58:59	22.5	NTU	19.3	C	0
28.04.2017	10:09:00	22.6	NTU	19.3	C	0
28.04.2017	10:19:00	22.6	NTU	17.7	C	0
28.04.2017	10:29:00	22.4	NTU	16.6	C	0
28.04.2017	10:39:00	22.1	NTU	17.3	C	0
28.04.2017	10:49:00	22.6	NTU	18.1	C	0
28.04.2017	10:59:00	22.6	NTU	18.9	C	0
28.04.2017	11:09:00	21.7	NTU	19.6	C	0
28.04.2017	11:19:00	22.6	NTU	20	C	0
28.04.2017	11:29:00	22.7	NTU	20.4	C	0
28.04.2017	11:39:00	23.2	NTU	20.7	C	0
28.04.2017	11:49:00	23.6	NTU	20.8	C	0
28.04.2017	11:59:00	23.5	NTU	21	C	0
28.04.2017	12:09:00	23.4	NTU	21.2	C	0
28.04.2017	12:19:01	23.6	NTU	21.2	C	0
28.04.2017	12:29:01	23.4	NTU	21.3	C	0
28.04.2017	12:39:01	23.3	NTU	21.4	C	0
28.04.2017	12:49:01	23.2	NTU	21.4	C	0
28.04.2017	12:59:01	23.7	NTU	21.3	C	0
28.04.2017	13:09:01	23.3	NTU	21.4	C	0
28.04.2017	13:19:01	23.1	NTU	21.4	C	0
28.04.2017	13:29:01	23.2	NTU	21.5	C	0
28.04.2017	13:39:01	23.1	NTU	21.5	C	0
28.04.2017	13:49:01	22.9	NTU	21.5	C	0
28.04.2017	13:59:01	22.9	NTU	21.6	C	0
28.04.2017	14:09:01	22.5	NTU	21.6	C	0
28.04.2017	14:19:01	22.8	NTU	21.5	C	0
28.04.2017	14:29:01	22.8	NTU	21.7	C	0
28.04.2017	14:39:02	23.1	NTU	21.7	C	0
28.04.2017	14:49:02	22.7	NTU	21.7	C	0
28.04.2017	14:59:02	22.5	NTU	21.7	C	0
28.04.2017	15:09:02	22	NTU	21.7	C	0
28.04.2017	15:19:02	22.9	NTU	21.7	C	0
28.04.2017	15:29:02	22.7	NTU	21.7	C	0
28.04.2017	15:39:02	22.4	NTU	21.9	C	0
28.04.2017	15:49:02	22.8	NTU	21.9	C	0
28.04.2017	15:59:02	23.3	NTU	22	C	0
28.04.2017	16:09:02	22.8	NTU	22.1	C	0
28.04.2017	16:19:02	22.9	NTU	22	C	0
28.04.2017	16:29:02	29.1	NTU	22.8	C	0
28.04.2017	16:39:02	28.9	NTU	22.9	C	0
28.04.2017	16:49:03	28.9	NTU	23.2	C	0
28.04.2017	16:59:03	29	NTU	23.4	C	0
28.04.2017	17:09:03	28.9	NTU	23.5	C	0
28.04.2017	17:19:03	29	NTU	23.3	C	0
28.04.2017	17:29:03	28.1	NTU	23.1	C	0
28.04.2017	17:39:03	27.5	NTU	22.8	C	0
28.04.2017	17:49:03	27.9	NTU	22.7	C	0
28.04.2017	17:59:03	28.4	NTU	22.8	C	0
28.04.2017	18:09:03	28.7	NTU	23	C	0
28.04.2017	18:19:03	28.7	NTU	23.2	C	0
28.04.2017	18:29:03	29	NTU	23.3	C	0
28.04.2017	18:39:03	28.9	NTU	23.4	C	0
28.04.2017	18:49:03	28.7	NTU	23.6	C	0
28.04.2017	18:59:03	28.9	NTU	23.7	C	0
28.04.2017	19:09:04	28.8	NTU	23.8	C	0
28.04.2017	19:19:04	28.8	NTU	23.7	C	0
28.04.2017	19:29:04	28.7	NTU	23.9	C	0
28.04.2017	19:39:04	29	NTU	24	C	0
28.04.2017	19:49:04	28.8	NTU	24.1	C	0
28.04.2017	19:59:04	28.7	NTU	24.1	C	0
28.04.2017	20:09:04	29.1	NTU	24.1	C	0
28.04.2017	20:19:04	29.2	NTU	24.2	C	0
28.04.2017	20:29:04	29	NTU	24.2	C	0
28.04.2017	20:39:04	28.8	NTU	24.2	C	0
28.04.2017	20:49:04	28.3	NTU	24.3	C	0
28.04.2017	20:59:04	28.1	NTU	24.4	C	0
28.04.2017	21:09:04	28.3	NTU	24.3	C	0
28.04.2017	21:19:05	27.4	NTU	24.3	C	0
28.04.2017	21:29:05	26.1	NTU	24.4	C	0
28.04.2017	21:39:05	26.1	NTU	24.4	C	0
28.04.2017	21:49:05	26.7	NTU	24.3	C	0
28.04.2017	21:59:05	25.9	NTU	24.3	C	0
28.04.2017	22:09:05	25.6	NTU	24.2	C	0
28.04.2017	22:19:05	26.1	NTU	24.2	C	0
28.04.2017	22:29:05	25.8	NTU	24.2	C	0
28.04.2017	22:39:05	25	NTU	24.2	C	0
28.04.2017	22:49:05	25.2	NTU	24.2	C	0
28.04.2017	22:59:05	25.2	NTU	24.1	C	0
28.04.2017	23:09:05	25.4	NTU	24.1	C	0
28.04.2017	23:19:05	24.8	NTU	24.1	C	0
28.04.2017	23:29:05	25.1	NTU	24.1	C	0
28.04.2017	23:39:06	25.1	NTU	24.1	C	0
28.04.2017	23:49:06	25	NTU	24.1	C	0
28.04.2017	23:59:06	24.3	NTU	24.1	C	0
29.04.2017	0:09:06	24.8	NTU	24.1	C	0
29.04.2017	0:19:06	24.8	NTU	24	C	0
29.04.2017	0:29:06	24.7	NTU	24	C	0
29.04.2017	0:39:06	24.3	NTU	24	C	0
29.04.2017	0:49:06	24.3	NTU	24	C	0
29.04.2017	0:59:06	24.2	NTU	24	C	0
29.04.2017	1:09:06	24.6	NTU	24	C	0
29.04.2017	1:19:06	24.2	NTU	24	C	0
29.04.2017	1:29:06	24.3	NTU	23.9	C	0
29.04.2017	1:39:06	24.9	NTU	23.9	C	0
29.04.2017	1:49:07	24.6	NTU	23.9	C	0
29.04.2017	1:59:07	24.2	NTU	23.9	C	0
29.04.2017	2:09:07	25	NTU	23.9	C	0
29.04.2017	2:19:07	24.6	NTU	23.8	C	0
29.04.2017	2:29:07	24.7	NTU	23.8	C	0
29.04.2017	2:39:07	24.9	NTU	23.8	C	0
29.04.2017	2:49:07	25.4	NTU	23.8	C	0
29.04.2017	2:59:07	25.3	NTU	23.8	C	0
29.04.2017	3:09:07	25.4	NTU	23.7	C	0
29.04.2017	3:19:07	25.5	NTU	23.7	C	0
29.04.2017	3:29:07	25.7	NTU	23.7	C	0
29.04.2017	3:39:07	25.9	NTU	23.6	C	0
29.04.2017	3:49:07	26.2	NTU	23.7	C	0
29.04.2017	3:59:07	25.4	NTU	23.7	C	0
29.04.2017	4:09:08	25.4	NTU	23.6	C	0
29.04.2017	4:19:08	25.9	NTU	23.6	C	0
29.04.2017	4:29:08	25.4	NTU	23.6	C	0
29.04.2017	4:39:08	25.9	NTU	23.6	C	0
29.04.2017	4:49:08	25.4	NTU	23.6	C	0
29.04.2017	4:59:08	25.4	NTU	23.6	C	0
29.04.2017	5:09:08	25.5	NTU	23.6	C	0
29.04.2017	5:19:08	25.8	NTU	23.5	C	0
29.04.2017	5:29:08	25.4	NTU	23.4	C	0
29.04.2017	5:39:08	26.3	NTU	23.4	C	0
29.04.2017	5:49:08	26.6	NTU	23.5	C	0
29.04.2017	5:59:08	26.6	NTU	23.4	C	0
29.04.2017	6:09:08	26.4	NTU	23.4	C	0
29.04.2017	6:19:09	25.9	NTU	23.5	C	0
29.04.2017	6:29:09	26.6	NTU	23.4	C	0
29.04.2017	6:39:09	25.8	NTU	23.4	C	0
29.04.2017	6:49:09	26.9	NTU	23.4	C	0
29.04.2017	6:59:09	26.4	NTU	23.4	C	0
29.04.2017	7:09:09	26.2	NTU	23.4	C	0
29.04.2017	7:19:09	26.6	NTU	23.4	C	0
29.04.2017	7:29:09	27.1	NTU	23.4	C	0
29.04.2017	7:39:09	26.3	NTU	23.4	C	0
29.04.2017	7:49:09	26.8	NTU	23.4	C	0
29.04.2017	7:59:09	26.4	NTU	23.5	C	0
29.04.2017	8:09:09	26.7	NTU	23.4	C	0
29.04.2017	8:19:09	26.4	NTU	23.5	C	0
29.04.2017	8:29:09	25.7	NTU	23.5	C	0
29.04.2017	8:39:10	26.2	NTU	23.6	C	0
29.04.2017	8:49:10	26.4	NTU	23.5	C	0
29.04.2017	8:59:10	26.2	NTU	23.5	C	0
29.04.2017	9:09:10	25.4	NTU	23.6	C	0
29.04.2017	9:19:10	25.4	NTU	23.6	C	0
29.04.2017	9:29:10	25.3	NTU	23.6	C	0
29.04.2017	9:39:10	25.9	NTU	23.5	C	0
29.04.2017	9:49:10	25.3	NTU	23.6	C	0
29.04.2017	9:59:10	25.1	NTU	23.7	C	0
29.04.2017	10:09:10	25.7	NTU	23.7	C	0
29.04.2017	10:19:10	25.1	NTU	23.8	C	0
29.04.2017	10:29:10	25	NTU	23.8	C	0
29.04.2017	10:39:10	24.6	NTU	23.9	C	0
29.04.2017	10:49:11	24.8	NTU	23.8	C	0
29.04.2017	10:59:11	25.1	NTU	23.9	C	0
29.04.2017	11:09:11	24.8	NTU	24	C	0
29.04.2017	11:19:11	25.1	NTU	24	C	0
29.04.2017	11:29:11	24.8	NTU	24	C	0
29.04.2017	11:39:11	25	NTU	24.1	C	0
29.04.2017	11:49:11	24.4	NTU	24.1	C	0
29.04.2017	11:59:11	25.1	NTU	24.1	C	0
29.04.2017	12:09:11	24.8	NTU	24.1	C	0
29.04.2017	12:19:11	25.2	NTU	24.1	C	0
29.04.2017	12:29:11	25.5	NTU	24.1	C	0
29.04.2017	12:39:11	25.5	NTU	24.1	C	0
29.04.2017	12:49:11	25.8	NTU	24.1	C	0
29.04.2017	12:59:11	25.5	NTU	24.2	C	0
29.04.2017	13:09:12	25.6	NTU	24.2	C	0
29.04.2017	13:19:12	25.5	NTU	24.2	C	0
29.04.2017	13:29:12	25.4	NTU	24.2	C	0
29.04.2017	13:39:12	26	NTU	24.2	C	0
29.04.2017	13:49:12	25.5	NTU	24.2	C	0
29.04.2017	13:59:12	26	NTU	24.2	C	0
29.04.2017	14:09:12	26.1	NTU	24.1	C	0
29.04.2017	14:19:12	26.1	NTU	24.2	C	0
29.04.2017	14:29:12	26.7	NTU	24.2	C	0
29.04.2017	14:39:12	26.4	NTU	24.2	C	0
29.04.2017	14:49:12	26.9	NTU	24.2	C	0
29.04.2017	14:59:12	27	NTU	24.1	C	0
29.04.2017	15:09:12	27.2	NTU	24.2	C	0
29.04.2017	15:19:13	26.7	NTU	24.2	C	0
29.04.2017	15:29:13	27.3	NTU	24.2	C	0
29.04.2017	15:39:13	27.3	NTU	24.2	C	0
29.04.2017	15:49:13	26.9	NTU	24.2	C	0
29.04.2017	15:59:13	26.7	NTU	24.2	C	0
29.04.2017	16:09:13	26.5	NTU	24.2	C	0
29.04.2017	16:19:13	25.6	NTU	24.2	C	0
29.04.2017	16:29:13	26.1	NTU	24.2	C	0
29.04.2017	16:39:13	26	NTU	24.2	C	0
29.04.2017	16:49:13	25.5	NTU	24.2	C	0
29.04.2017	16:59:13	26	NTU	24.2	C	0
29.04.2017	17:09:13	25.4	NTU	24.2	C	0
29.04.2017	17:19:13	25.8	NTU	24.2	C	0
29.04.2017	17:29:13	25.4	NTU	24.2	C	0
29.04.2017	17:39:14	25.4	NTU	24.2	C	0
29.04.2017	17:49:14	25.6	NTU	24.2	C	0
29.04.2017	17:59:14	25.5	NTU	24.2	C	0
29.04.2017	18:09:14	25.1	NTU	24.2	C	0
29.04.2017	18:19:14	25.2	NTU	24.2	C	0
29.04.2017	18:29:14	25.2	NTU	24.2	C	0
29.04.2017	18:39:14	25.5	NTU	24.2	C	0
29.04.2017	18:49:14	25.5	NTU	24.2	C	0
29.04.2017	18:59:14	25.5	NTU	24.3	C	0
29.04.2017	19:09:14	25.4	NTU	24.2	C	0
29.04.2017	19:19:14	25.2	NTU	24.3	C	0
29.04.2017	19:29:14	25.1	NTU	24.3	C	0
29.04.2017	19:39:14	25.1	NTU	24.2	C	0
29.04.2017	19:49:15	25.5	NTU	24.3	C	0
29.04.2017	19:59:15	25.5	NTU	24.2	C	0
29.04.2017	20:09:15	25.6	NTU	24.2	C	0
29.04.2017	20:19:15	25.6	NTU	24.2	C	0
29.04.2017	20:29:15	25.5	NTU	24.2	C	0
29.04.2017	20:39:15	25.5	NTU	24.1	C	0
29.04.2017	20:49:15	25.4	NTU	24.2	C	0
29.04.2017	20:59:15	25.5	NTU	24.2	C	0
29.04.2017	21:09:15	25.6	NTU	24.2	C	0
29.04.2017	21:19:15	25.5	NTU	24.2	C	0
29.04.2017	21:29:15	25	NTU	24.1	C	0
29.04.2017	21:39:15	25.5	NTU	24.2	C	0
29.04.2017	21:49:15	25.1	NTU	24.2	C	0
29.04.2017	21:59:15	25.2	NTU	24.1	C	0
29.04.2017	22:09:16	25.1	NTU	24.2	C	0
29.04.2017	22:19:16	25.5	NTU	24.1	C	0
29.04.2017	22:29:16	25.5	NTU	24.1	C	0
29.04.2017	22:39:16	24.8	NTU	24.1	C	0
29.04.2017	22:49:16	25.2	NTU	24.1	C	0
29.04.2017	22:59:16	25.5	NTU	24.1	C	0
29.04.2017	23:09:16	25.5	NTU	24.1	C	0
29.04.2017	23:19:16	25.1	NTU	24.1	C	0
29.04.2017	23:29:16	25.5	NTU	24.1	C	0
29.04.2017	23:39:16	25	NTU	24.1	C	0
29.04.2017	23:49:16	25.1	NTU	24.1	C	0
29.04.2017	23:59:16	25.1	NTU	24.1	C	0
30.04.2017	0:09:16	25.5	NTU	24.1	C	0
30.04.2017	0:19:17	25.5	NTU	24.1	C	0
30.04.2017	0:29:17	25.5	NTU	24.1	C	0
30.04.2017	0:39:17	25.2	NTU	24.1	C	0
30.04.2017	0:49:17	25.1	NTU	24.1	C	0
30.04.2017	0:59:17	25.1	NTU	24.1	C	0
30.04.2017	1:09:17	25	NTU	24.1	C	0
30.04.2017	1:19:17	25.5	NTU	24.1	C	0
30.04.2017	1:29:17	25.5	NTU	24.1	C	0
30.04.2017	1:39:17	25.5	NTU	24.1	C	0
30.04.2017	1:49:17	25.5	NTU	24.1	C	0
30.04.2017	1:59:17	25.5	NTU	24.1	C	0
30.04.2017	2:09:17	25.6	NTU	24.1	C	0
30.04.2017	2:19:17	25.5	NTU	24.1	C	0
30.04.2017	2:29:17	25	NTU	24.1	C	0
30.04.2017	2:39:18	25.4	NTU	24.1	C	0
30.04.2017	2:49:18	25.6	NTU	24.1	C	0
30.04.2017	2:59:18	25.4	NTU	24.1	C	0
30.04.2017	3:09:18	25.6	NTU	24.1	C	0
30.04.2017	3:19:18	24.8	NTU	24.1	C	0
30.04.2017	3:29:18	25.1	NTU	24.1	C	0
30.04.2017	3:39:18	25.5	NTU	24.1	C	0
30.04.2017	3:49:18	25	NTU	24.1	C	0
30.04.2017	3:59:18	25.6	NTU	24.1	C	0
30.04.2017	4:09:18	25.2	NTU	24.1	C	0
30.04.2017	4:19:18	25.5	NTU	24.1	C	0
30.04.2017	4:29:18	25	NTU	24.1	C	0
30.04.2017	4:39:18	25.1	NTU	24.1	C	0
30.04.2017	4:49:19	25.4	NTU	24.1	C	0
30.04.2017	4:59:19	25.5	NTU	24.1	C	0
30.04.2017	5:09:19	25.5	NTU	24.1	C	0
30.04.2017	5:19:19	25	NTU	24.1	C	0
30.04.2017	5:29:19	25.5	NTU	24.1	C	0
30.04.2017	5:39:19	25.5	NTU	24.1	C	0
30.04.2017	5:49:19	25.1	NTU	24.1	C	0
30.04.2017	5:59:19	25.5	NTU	24.1	C	0
30.04.2017	6:09:19	25.2	NTU	24.1	C	0
30.04.2017	6:19:19	25.2	NTU	24.1	C	0
30.04.2017	6:29:19	25.4	NTU	24.1	C	0
30.04.2017	6:39:19	25.5	NTU	24.1	C	0
30.04.2017	6:49:19	25.5	NTU	24.1	C	0
30.04.2017	6:59:19	25.2	NTU	24.1	C	0
30.04.2017	7:09:20	25.5	NTU	24.1	C	0
30.04.2017	7:19:20	25.1	NTU	24.2	C	0
30.04.2017	7:29:20	25.6	NTU	24.2	C	0
30.04.2017	7:39:20	25.2	NTU	24.2	C	0
30.04.2017	7:49:20	25.5	NTU	24.2	C	0
30.04.2017	7:59:20	25.9	NTU	24.3	C	0
30.04.2017	8:09:20	25.6	NTU	24.2	C	0
30.04.2017	8:19:20	26	NTU	24.3	C	0
30.04.2017	8:29:20	25.8	NTU	24.3	C	0
30.04.2017	8:39:20	25.8	NTU	24.3	C	0
30.04.2017	8:49:20	25.5	NTU	24.4	C	0
30.04.2017	8:59:20	25.5	NTU	24.4	C	0
30.04.2017	9:09:20	25.5	NTU	24.4	C	0
30.04.2017	9:19:21	26	NTU	24.4	C	0
30.04.2017	9:29:21	26.1	NTU	24.5	C	0
30.04.2017	9:39:21	25.5	NTU	24.5	C	0
30.04.2017	9:49:21	26.1	NTU	24.6	C	0
30.04.2017	9:59:21	25.9	NTU	24.6	C	0
30.04.2017	10:09:21	26.9	NTU	24.7	C	0
30.04.2017	10:19:21	26.6	NTU	24.8	C	0
30.04.2017	10:29:21	26.5	NTU	24.8	C	0
30.04.2017	10:39:21	27	NTU	24.9	C	0
30.04.2017	10:49:21	26.6	NTU	24.9	C	0
30.04.2017	10:59:21	26.4	NTU	24.9	C	0
30.04.2017	11:09:21	26	NTU	25	C	0
30.04.2017	11:19:21	26.6	NTU	25	C	0
30.04.2017	11:29:21	26.2	NTU	25.1	C	0
30.04.2017	11:39:22	27	NTU	25	C	0
30.04.2017	11:49:22	26.6	NTU	25.1	C	0
30.04.2017	11:59:22	25.9	NTU	25.1	C	0
30.04.2017	12:09:22	25.9	NTU	25	C	0
30.04.2017	12:19:22	25.2	NTU	25	C	0
30.04.2017	12:29:22	25.7	NTU	25	C	0
30.04.2017	12:39:22	25.6	NTU	25.1	C	0
30.04.2017	12:49:22	25.5	NTU	25.1	C	0
30.04.2017	12:59:22	25.6	NTU	25.1	C	0
30.04.2017	13:09:22	25.2	NTU	25.1	C	0
30.04.2017	13:19:22	25.6	NTU	25.2	C	0
30.04.2017	13:29:22	24.8	NTU	25.1	C	0
30.04.2017	13:39:22	25.3	NTU	25.1	C	0
30.04.2017	13:49:23	25.3	NTU	25	C	0
30.04.2017	13:59:23	24.9	NTU	25.1	C	0
30.04.2017	14:09:23	25.2	NTU	25.1	C	0
30.04.2017	14:19:23	25.6	NTU	25.1	C	0
30.04.2017	14:29:23	25.2	NTU	25.1	C	0
30.04.2017	14:39:23	25.1	NTU	25.1	C	0
30.04.2017	14:49:23	25.6	NTU	25	C	0
30.04.2017	14:59:23	25.6	NTU	25	C	0
30.04.2017	15:09:23	25.2	NTU	25	C	0
30.04.2017	15:19:23	25.2	NTU	25.1	C	0
30.04.2017	15:29:23	25.6	NTU	25	C	0
30.04.2017	15:39:23	25.5	NTU	25.1	C	0
30.04.2017	15:49:23	25.1	NTU	25	C	0
30.04.2017	15:59:23	25.3	NTU	25	C	0
30.04.2017	16:09:24	25.6	NTU	25	C	0
30.04.2017	16:19:24	25.5	NTU	25	C	0
30.04.2017	16:29:24	25.6	NTU	25.1	C	0
30.04.2017	16:39:24	25.5	NTU	25	C	0
30.04.2017	16:49:24	25.1	NTU	25	C	0
30.04.2017	16:59:24	25.6	NTU	25	C	0
30.04.2017	17:09:24	25.3	NTU	25	C	0
30.04.2017	17:19:24	25.6	NTU	25.1	C	0
30.04.2017	17:29:24	25.3	NTU	25	C	0
30.04.2017	17:39:24	25.3	NTU	25	C	0
30.04.2017	17:49:24	25.2	NTU	25	C	0
30.04.2017	17:59:24	25.6	NTU	25	C	0
30.04.2017	18:09:24	25.6	NTU	25	C	0
30.04.2017	18:19:25	25.2	NTU	25.1	C	0
30.04.2017	18:29:25	25.6	NTU	25	C	0
30.04.2017	18:39:25	25.9	NTU	25	C	0
30.04.2017	18:49:25	25.5	NTU	25	C	0
30.04.2017	18:59:25	25.6	NTU	25	C	0
30.04.2017	19:09:25	25.2	NTU	25	C	0
30.04.2017	19:19:25	25.2	NTU	25	C	0
30.04.2017	19:29:25	25.6	NTU	25	C	0
30.04.2017	19:39:25	25.2	NTU	25	C	0
30.04.2017	19:49:25	25.6	NTU	25	C	0
30.04.2017	19:59:25	25.6	NTU	25	C	0
30.04.2017	20:09:25	25.6	NTU	25	C	0
30.04.2017	20:19:25	25.6	NTU	25	C	0
30.04.2017	20:29:25	25.3	NTU	25	C	0
30.04.2017	20:39:26	25.1	NTU	25	C	0
30.04.2017	20:49:26	25.6	NTU	25	C	0
30.04.2017	20:59:26	25.2	NTU	25	C	0
30.04.2017	21:09:26	25.2	NTU	25.1	C	0
30.04.2017	21:19:26	25.6	NTU	25	C	0
30.04.2017	21:29:26	25.5	NTU	25	C	0
30.04.2017	21:39:26	25.3	NTU	25	C	0
30.04.2017	21:49:26	25.5	NTU	25	C	0
30.04.2017	21:59:26	25.6	NTU	25	C	0
30.04.2017	22:09:26	25.6	NTU	25	C	0
30.04.2017	22:19:26	25.6	NTU	25	C	0
30.04.2017	22:29:26	25.7	NTU	25.1	C	0
30.04.2017	22:39:26	25.6	NTU	25	C	0
30.04.2017	22:49:27	25.2	NTU	25	C	0
30.04.2017	22:59:27	25.2	NTU	25	C	0
30.04.2017	23:09:27	25.5	NTU	25	C	0
30.04.2017	23:19:27	25.5	NTU	25	C	0
30.04.2017	23:29:27	25.3	NTU	25	C	0
30.04.2017	23:39:27	25.3	NTU	25	C	0
30.04.2017	23:49:27	25.6	NTU	25.1	C	0
30.04.2017	23:59:27	25.5	NTU	25	C	0
01.05.2017	0:09:27	25.5	NTU	25	C	0
01.05.2017	0:19:27	25.6	NTU	25.1	C	0
01.05.2017	0:29:27	25.3	NTU	25	C	0
01.05.2017	0:39:27	25.2	NTU	25.1	C	0
01.05.2017	0:49:27	25.3	NTU	25	C	0
01.05.2017	0:59:27	25.2	NTU	25	C	0
01.05.2017	1:09:28	25.1	NTU	25.1	C	0
01.05.2017	1:19:28	25.2	NTU	25	C	0
01.05.2017	1:29:28	25.2	NTU	25.1	C	0
01.05.2017	1:39:28	25.5	NTU	25.1	C	0
01.05.2017	1:49:28	25.6	NTU	25	C	0
01.05.2017	1:59:28	25.6	NTU	25.1	C	0
01.05.2017	2:09:28	25.1	NTU	25.1	C	0
01.05.2017	2:19:28	25.2	NTU	25	C	0
01.05.2017	2:29:28	25.1	NTU	25.1	C	0
01.05.2017	2:39:28	25.1	NTU	25	C	0
01.05.2017	2:49:28	25.1	NTU	25.1	C	0
01.05.2017	2:59:28	25.1	NTU	25.1	C	0
01.05.2017	3:09:28	25.3	NTU	25	C	0
01.05.2017	3:19:29	25.5	NTU	25.1	C	0
01.05.2017	3:29:29	25.3	NTU	25.1	C	0
01.05.2017	3:39:29	25.6	NTU	25	C	0
01.05.2017	3:49:29	25.6	NTU	25.1	C	0
01.05.2017	3:59:29	25.1	NTU	25.1	C	0
01.05.2017	4:09:29	25.2	NTU	25.1	C	0
01.05.2017	4:19:29	25.6	NTU	25.1	C	0
01.05.2017	4:29:29	25.5	NTU	25.1	C	0
01.05.2017	4:39:29	25.1	NTU	25.1	C	0
01.05.2017	4:49:29	25.5	NTU	25.1	C	0
01.05.2017	4:59:29	25.2	NTU	25.1	C	0
01.05.2017	5:09:29	25.5	NTU	25.1	C	0
01.05.2017	5:19:29	25.3	NTU	25.1	C	0
01.05.2017	5:29:29	25.1	NTU	25.1	C	0
01.05.2017	5:39:30	25.6	NTU	25.1	C	0
01.05.2017	5:49:30	25.5	NTU	25.1	C	0
01.05.2017	5:59:30	24.9	NTU	25.1	C	0
01.05.2017	6:09:30	25.6	NTU	25.1	C	0
01.05.2017	6:19:30	25.1	NTU	25.1	C	0
01.05.2017	6:29:30	24.8	NTU	25.1	C	0
01.05.2017	6:39:30	25.2	NTU	25.1	C	0
01.05.2017	6:49:30	25.2	NTU	25.2	C	0
01.05.2017	6:59:30	25.6	NTU	25.1	C	0
01.05.2017	7:09:30	25.2	NTU	25.1	C	0
01.05.2017	7:19:30	25.2	NTU	25.1	C	0
01.05.2017	7:29:30	25.5	NTU	25.1	C	0
01.05.2017	7:39:30	25.1	NTU	25.2	C	0
01.05.2017	7:49:31	25.6	NTU	25.1	C	0
01.05.2017	7:59:31	25.5	NTU	25.1	C	0
01.05.2017	8:09:31	25.2	NTU	25.1	C	0
01.05.2017	8:19:31	25.1	NTU	25.2	C	0
01.05.2017	8:29:31	25.2	NTU	25.1	C	0
01.05.2017	8:39:31	25.3	NTU	25.1	C	0
01.05.2017	8:49:31	25.5	NTU	25.2	C	0
01.05.2017	8:59:31	25.6	NTU	25.2	C	0
01.05.2017	9:09:31	25.2	NTU	25.2	C	0
01.05.2017	9:19:31	25.6	NTU	25.2	C	0
01.05.2017	9:29:31	25.6	NTU	25.3	C	0
01.05.2017	9:39:31	25.5	NTU	25.3	C	0
01.05.2017	9:49:31	25.3	NTU	25.4	C	0
01.05.2017	9:59:31	25.3	NTU	25.4	C	0
01.05.2017	10:09:32	25.6	NTU	25.4	C	0
01.05.2017	10:19:32	25.6	NTU	25.5	C	0
01.05.2017	10:29:32	25.6	NTU	25.5	C	0
01.05.2017	10:39:32	25.2	NTU	25.6	C	0
01.05.2017	10:49:32	25.8	NTU	25.6	C	0
01.05.2017	10:59:32	25.8	NTU	25.6	C	0
01.05.2017	11:09:32	25.7	NTU	25.6	C	0
