Date (Y.M.D)	Time (H:M:S)	Turbidity	Units	External Temperature	Scale	Range
12.05.2017	3:51:26	21.7	NTU	19.4	C	0
12.05.2017	4:01:26	20.8	NTU	19.3	C	0
12.05.2017	4:11:26	21.6	NTU	19.3	C	0
12.05.2017	4:21:27	20.7	NTU	19.3	C	0
12.05.2017	4:31:27	21.4	NTU	19.3	C	0
12.05.2017	4:41:27	20.5	NTU	19.3	C	0
12.05.2017	4:51:27	21.7	NTU	19.3	C	0
12.05.2017	5:01:27	21	NTU	19.3	C	0
12.05.2017	5:11:27	21.7	NTU	19.3	C	0
12.05.2017	5:21:27	20.4	NTU	19.3	C	0
12.05.2017	5:31:27	21.6	NTU	19.3	C	0
12.05.2017	5:41:27	21.2	NTU	19.3	C	0
12.05.2017	5:51:27	21.6	NTU	19.3	C	0
12.05.2017	6:01:27	21.2	NTU	19.2	C	0
12.05.2017	6:11:27	21.7	NTU	19.2	C	0
12.05.2017	6:21:27	21.7	NTU	19.2	C	0
12.05.2017	6:31:28	21.2	NTU	19.2	C	0
12.05.2017	6:41:28	21.6	NTU	19.2	C	0
12.05.2017	6:51:28	20.5	NTU	19.2	C	0
12.05.2017	7:01:28	20.7	NTU	19.2	C	0
12.05.2017	7:11:28	20.7	NTU	19.1	C	0
12.05.2017	7:21:28	21.3	NTU	19.1	C	0
12.05.2017	7:31:28	21.5	NTU	19.1	C	0
12.05.2017	7:41:28	21.3	NTU	19	C	0
12.05.2017	7:51:28	21.8	NTU	19	C	0
12.05.2017	8:01:28	21.5	NTU	18.9	C	0
12.05.2017	8:11:28	22	NTU	18.9	C	0
12.05.2017	8:21:28	21.6	NTU	18.2	C	0
12.05.2017	8:31:28	22	NTU	17.6	C	0
12.05.2017	8:41:28	22.4	NTU	17.9	C	0
12.05.2017	8:51:29	21.6	NTU	18.1	C	0
12.05.2017	9:01:29	22.7	NTU	18.8	C	0
12.05.2017	9:11:29	22.7	NTU	19.7	C	0
12.05.2017	9:21:29	22.2	NTU	19.7	C	0
12.05.2017	9:31:29	22.2	NTU	20	C	0
12.05.2017	9:41:29	21.4	NTU	20.3	C	0
12.05.2017	9:51:29	21.8	NTU	20.6	C	0
12.05.2017	10:01:29	21.1	NTU	20.8	C	0
12.05.2017	10:11:29	19.2	NTU	21	C	0
12.05.2017	10:21:29	19.7	NTU	21.1	C	0
12.05.2017	10:31:29	19.6	NTU	21.3	C	0
12.05.2017	10:41:29	19.6	NTU	21.5	C	0
12.05.2017	10:51:29	19.6	NTU	21.6	C	0
12.05.2017	11:01:30	19.5	NTU	21.7	C	0
12.05.2017	11:11:30	19.6	NTU	21.6	C	0
12.05.2017	11:21:30	19.6	NTU	21.7	C	0
12.05.2017	11:31:30	19.7	NTU	21.7	C	0
12.05.2017	11:41:30	20.6	NTU	21.6	C	0
12.05.2017	11:51:30	21.6	NTU	21.6	C	0
12.05.2017	12:01:30	20.9	NTU	21.6	C	0
12.05.2017	12:11:30	21.1	NTU	21.5	C	0
12.05.2017	12:21:30	22.3	NTU	21.3	C	0
12.05.2017	12:31:30	23	NTU	21.3	C	0
12.05.2017	12:41:30	22.6	NTU	21.2	C	0
12.05.2017	12:51:30	21	NTU	21	C	0
12.05.2017	13:01:30	20.9	NTU	20.8	C	0
12.05.2017	13:11:30	20.4	NTU	20.7	C	0
12.05.2017	13:21:31	20.9	NTU	20.5	C	0
12.05.2017	13:31:31	19.7	NTU	20.4	C	0
12.05.2017	13:41:31	18.8	NTU	20.4	C	0
12.05.2017	13:51:31	21	NTU	20.3	C	0
12.05.2017	14:01:31	21	NTU	20.2	C	0
12.05.2017	14:11:31	21.4	NTU	20.1	C	0
12.05.2017	14:21:31	21.4	NTU	20.1	C	0
12.05.2017	14:31:31	21.4	NTU	20.3	C	0
12.05.2017	14:41:31	19.6	NTU	20.3	C	0
12.05.2017	14:51:31	20.9	NTU	20.4	C	0
12.05.2017	15:01:31	21.3	NTU	20.5	C	0
12.05.2017	15:11:31	21.4	NTU	20.5	C	0
12.05.2017	15:21:31	21.4	NTU	20.6	C	0
12.05.2017	15:31:32	21	NTU	20.6	C	0
12.05.2017	15:41:32	21.9	NTU	20.8	C	0
12.05.2017	15:51:32	22.2	NTU	20.8	C	0
12.05.2017	16:01:32	21.1	NTU	20.8	C	0
12.05.2017	16:11:32	21.1	NTU	20.8	C	0
12.05.2017	16:21:32	20.9	NTU	20.8	C	0
12.05.2017	16:31:32	20.6	NTU	20.8	C	0
12.05.2017	16:41:32	21.3	NTU	20.9	C	0
12.05.2017	16:51:32	14.4	NTU	20.9	C	0
12.05.2017	17:01:32	15.6	NTU	21.2	C	0
12.05.2017	17:11:32	24.1	NTU	21.3	C	0
12.05.2017	17:21:32	23.7	NTU	21.2	C	0
12.05.2017	17:31:32	24	NTU	21.1	C	0
12.05.2017	17:41:32	24.5	NTU	21.1	C	0
12.05.2017	17:51:33	22.5	NTU	21.2	C	0
12.05.2017	18:01:33	28.4	NTU	21.3	C	0
12.05.2017	18:11:33	25.3	NTU	21.4	C	0
12.05.2017	18:21:33	24.8	NTU	21.4	C	0
12.05.2017	18:31:33	27.1	NTU	21.4	C	0
12.05.2017	18:41:33	22.2	NTU	20.7	C	0
12.05.2017	18:51:33	29.8	NTU	20.4	C	0
12.05.2017	19:01:33	22.5	NTU	19.8	C	0
12.05.2017	19:11:33	22.6	NTU	19.6	C	0
12.05.2017	19:21:33	22.5	NTU	19.4	C	0
12.05.2017	19:31:33	22.6	NTU	19.2	C	0
12.05.2017	19:41:33	22.6	NTU	18.9	C	0
12.05.2017	19:51:33	22.2	NTU	19.3	C	0
12.05.2017	20:01:34	21.8	NTU	19.4	C	0
12.05.2017	20:11:34	21.9	NTU	19.5	C	0
12.05.2017	20:21:34	21.7	NTU	19.6	C	0
12.05.2017	20:31:34	22.2	NTU	19.6	C	0
12.05.2017	20:41:34	21.4	NTU	19.6	C	0
12.05.2017	20:51:34	21.7	NTU	19.6	C	0
12.05.2017	21:01:34	21.3	NTU	19.7	C	0
12.05.2017	21:11:34	21.6	NTU	19.6	C	0
12.05.2017	21:21:34	21.4	NTU	19.7	C	0
12.05.2017	21:31:34	21.3	NTU	19.7	C	0
12.05.2017	21:41:34	21.3	NTU	19.7	C	0
12.05.2017	21:51:34	21	NTU	19.6	C	0
12.05.2017	22:01:34	21.2	NTU	19.7	C	0
12.05.2017	22:11:34	21.7	NTU	19.6	C	0
12.05.2017	22:21:35	21.2	NTU	19.7	C	0
12.05.2017	22:31:35	21.3	NTU	19.7	C	0
12.05.2017	22:41:35	21.2	NTU	19.7	C	0
12.05.2017	22:51:35	20.7	NTU	19.6	C	0
12.05.2017	23:01:35	21.2	NTU	19.7	C	0
12.05.2017	23:11:35	21.3	NTU	19.7	C	0
12.05.2017	23:21:35	20.9	NTU	19.7	C	0
12.05.2017	23:31:35	21.2	NTU	19.7	C	0
12.05.2017	23:41:35	20.7	NTU	19.7	C	0
12.05.2017	23:51:35	21.2	NTU	19.7	C	0
13.05.2017	0:01:35	21.4	NTU	19.7	C	0
13.05.2017	0:11:35	21	NTU	19.6	C	0
13.05.2017	0:21:35	21.8	NTU	19.7	C	0
13.05.2017	0:31:36	21	NTU	19.6	C	0
13.05.2017	0:41:36	21.2	NTU	19.5	C	0
13.05.2017	0:51:36	20.5	NTU	19.5	C	0
13.05.2017	1:01:36	21.7	NTU	19.5	C	0
13.05.2017	1:11:36	21.6	NTU	19.5	C	0
13.05.2017	1:21:36	21.7	NTU	19.4	C	0
13.05.2017	1:31:36	21.2	NTU	19.4	C	0
13.05.2017	1:41:36	21.4	NTU	19.4	C	0
13.05.2017	1:51:36	21.7	NTU	19.4	C	0
13.05.2017	2:01:36	21.2	NTU	19.4	C	0
13.05.2017	2:11:36	20.8	NTU	19.4	C	0
13.05.2017	2:21:36	21.6	NTU	19.3	C	0
13.05.2017	2:31:36	21	NTU	19.3	C	0
13.05.2017	2:41:37	21	NTU	19.3	C	0
13.05.2017	2:51:37	21.4	NTU	19.3	C	0
13.05.2017	3:01:37	21.2	NTU	19.3	C	0
13.05.2017	3:11:37	21.8	NTU	19.2	C	0
13.05.2017	3:21:37	20.9	NTU	19.2	C	0
13.05.2017	3:31:37	21.8	NTU	19.1	C	0
13.05.2017	3:41:37	21.7	NTU	19.2	C	0
13.05.2017	3:51:37	21.4	NTU	19.1	C	0
13.05.2017	4:01:37	21.6	NTU	19.1	C	0
13.05.2017	4:11:37	21.4	NTU	19.1	C	0
13.05.2017	4:21:37	21.4	NTU	19.1	C	0
13.05.2017	4:31:37	21.4	NTU	19	C	0
13.05.2017	4:41:37	21.8	NTU	19	C	0
13.05.2017	4:51:37	21.4	NTU	18.9	C	0
13.05.2017	5:01:38	21.4	NTU	18.9	C	0
13.05.2017	5:11:38	21.5	NTU	18.9	C	0
13.05.2017	5:21:38	21.3	NTU	18.9	C	0
13.05.2017	5:31:38	21.5	NTU	18.9	C	0
13.05.2017	5:41:38	21.2	NTU	18.9	C	0
13.05.2017	5:51:38	22	NTU	18.9	C	0
13.05.2017	6:01:38	21.3	NTU	18.9	C	0
13.05.2017	6:11:38	21.3	NTU	18.9	C	0
13.05.2017	6:21:38	22	NTU	18.9	C	0
13.05.2017	6:31:38	21.3	NTU	18.9	C	0
13.05.2017	6:41:38	21.2	NTU	18.9	C	0
13.05.2017	6:51:38	21.3	NTU	18.9	C	0
13.05.2017	7:01:38	21.1	NTU	18.9	C	0
13.05.2017	7:11:39	20.9	NTU	18.9	C	0
13.05.2017	7:21:39	21.8	NTU	18.9	C	0
13.05.2017	7:31:39	20.9	NTU	18.9	C	0
13.05.2017	7:41:39	21.2	NTU	18.9	C	0
13.05.2017	7:51:39	20.8	NTU	18.9	C	0
13.05.2017	8:01:39	21.6	NTU	18.9	C	0
13.05.2017	8:11:39	20.5	NTU	18.9	C	0
13.05.2017	8:21:39	21.2	NTU	18.9	C	0
13.05.2017	8:31:39	21	NTU	19	C	0
13.05.2017	8:41:39	21	NTU	19	C	0
13.05.2017	8:51:39	20.4	NTU	19.1	C	0
13.05.2017	9:01:39	20.4	NTU	19	C	0
13.05.2017	9:11:39	20.9	NTU	18.9	C	0
13.05.2017	9:21:39	20.7	NTU	18.9	C	0
13.05.2017	9:31:40	21	NTU	18.9	C	0
13.05.2017	9:41:40	20.9	NTU	18.9	C	0
13.05.2017	9:51:40	21.3	NTU	18.9	C	0
13.05.2017	10:01:40	21.3	NTU	18.8	C	0
13.05.2017	10:11:40	21.6	NTU	18.8	C	0
13.05.2017	10:21:40	21.3	NTU	18.8	C	0
13.05.2017	10:31:40	21.8	NTU	18.7	C	0
13.05.2017	10:41:40	22	NTU	18.8	C	0
13.05.2017	10:51:40	21.3	NTU	18.8	C	0
13.05.2017	11:01:40	22	NTU	18.8	C	0
13.05.2017	11:11:40	21.6	NTU	18.8	C	0
13.05.2017	11:21:40	21.1	NTU	18.9	C	0
13.05.2017	11:31:40	20.8	NTU	18.9	C	0
13.05.2017	11:41:41	20.4	NTU	18.9	C	0
13.05.2017	11:51:41	20.8	NTU	18.9	C	0
13.05.2017	12:01:41	20.7	NTU	19	C	0
13.05.2017	12:11:41	20.2	NTU	19	C	0
13.05.2017	12:21:41	20.5	NTU	19.1	C	0
13.05.2017	12:31:41	20.7	NTU	19.1	C	0
13.05.2017	12:41:41	20.9	NTU	19.1	C	0
13.05.2017	12:51:41	21.2	NTU	19.2	C	0
13.05.2017	13:01:41	20.8	NTU	19.2	C	0
13.05.2017	13:11:41	20.5	NTU	19.3	C	0
13.05.2017	13:21:41	21.2	NTU	19.4	C	0
13.05.2017	13:31:41	21.3	NTU	19.3	C	0
13.05.2017	13:41:41	20.2	NTU	19.3	C	0
13.05.2017	13:51:41	20.4	NTU	19.3	C	0
13.05.2017	14:01:42	20.4	NTU	19.4	C	0
13.05.2017	14:11:42	20.4	NTU	19.5	C	0
13.05.2017	14:21:42	20.5	NTU	19.4	C	0
13.05.2017	14:31:42	20.4	NTU	19.5	C	0
13.05.2017	14:41:42	20.3	NTU	19.5	C	0
13.05.2017	14:51:42	20.9	NTU	19.5	C	0
13.05.2017	15:01:42	20.8	NTU	19.6	C	0
13.05.2017	15:11:42	20.8	NTU	19.6	C	0
13.05.2017	15:21:42	20.8	NTU	19.7	C	0
13.05.2017	15:31:42	21.2	NTU	19.7	C	0
13.05.2017	15:41:42	20.9	NTU	19.7	C	0
13.05.2017	15:51:42	20.7	NTU	19.7	C	0
13.05.2017	16:01:42	20.7	NTU	19.7	C	0
13.05.2017	16:11:43	20.8	NTU	19.7	C	0
13.05.2017	16:21:43	20.3	NTU	19.7	C	0
13.05.2017	16:31:43	20.8	NTU	19.7	C	0
13.05.2017	16:41:43	20.2	NTU	19.7	C	0
13.05.2017	16:51:43	20	NTU	19.7	C	0
13.05.2017	17:01:43	20.2	NTU	19.7	C	0
13.05.2017	17:11:43	20.4	NTU	19.8	C	0
13.05.2017	17:21:43	20.8	NTU	19.8	C	0
13.05.2017	17:31:43	19.9	NTU	19.7	C	0
13.05.2017	17:41:43	20.8	NTU	19.8	C	0
13.05.2017	17:51:43	20.3	NTU	19.8	C	0
13.05.2017	18:01:43	20.3	NTU	19.8	C	0
13.05.2017	18:11:43	19.9	NTU	19.8	C	0
13.05.2017	18:21:43	20.4	NTU	19.9	C	0
13.05.2017	18:31:44	20	NTU	19.8	C	0
13.05.2017	18:41:44	20.7	NTU	19.8	C	0
13.05.2017	18:51:44	20.5	NTU	19.8	C	0
13.05.2017	19:01:44	20.5	NTU	19.9	C	0
13.05.2017	19:11:44	20.3	NTU	19.9	C	0
13.05.2017	19:21:44	20.6	NTU	19.9	C	0
13.05.2017	19:31:44	20.4	NTU	19.9	C	0
13.05.2017	19:41:44	20.1	NTU	19.9	C	0
13.05.2017	19:51:44	20.6	NTU	20	C	0
13.05.2017	20:01:44	21.1	NTU	20	C	0
13.05.2017	20:11:44	20.6	NTU	19.9	C	0
13.05.2017	20:21:44	20.3	NTU	20	C	0
13.05.2017	20:31:44	20.8	NTU	20	C	0
13.05.2017	20:41:45	20.8	NTU	20	C	0
13.05.2017	20:51:45	20.4	NTU	20	C	0
13.05.2017	21:01:45	20.8	NTU	20	C	0
13.05.2017	21:11:45	21	NTU	20	C	0
13.05.2017	21:21:45	20.4	NTU	20	C	0
13.05.2017	21:31:45	20.5	NTU	20.1	C	0
13.05.2017	21:41:45	21.1	NTU	20.1	C	0
13.05.2017	21:51:45	20.5	NTU	20.1	C	0
13.05.2017	22:01:45	20.5	NTU	20.1	C	0
13.05.2017	22:11:45	21.1	NTU	20.1	C	0
13.05.2017	22:21:45	20.6	NTU	20.1	C	0
13.05.2017	22:31:45	20.5	NTU	20.1	C	0
13.05.2017	22:41:45	20.4	NTU	20.1	C	0
13.05.2017	22:51:46	19.6	NTU	20.1	C	0
13.05.2017	23:01:46	20.5	NTU	20.2	C	0
13.05.2017	23:11:46	20.3	NTU	20.2	C	0
13.05.2017	23:21:46	20.4	NTU	20.2	C	0
13.05.2017	23:31:46	20.3	NTU	20.1	C	0
13.05.2017	23:41:46	21	NTU	20.1	C	0
13.05.2017	23:51:46	20.9	NTU	20.2	C	0
14.05.2017	0:01:46	20.8	NTU	20.1	C	0
14.05.2017	0:11:46	19.9	NTU	20.1	C	0
14.05.2017	0:21:46	20.6	NTU	20.1	C	0
14.05.2017	0:31:46	20.4	NTU	20.1	C	0
14.05.2017	0:41:46	19.9	NTU	20.1	C	0
14.05.2017	0:51:46	20.3	NTU	20	C	0
14.05.2017	1:01:46	21.3	NTU	20	C	0
14.05.2017	1:11:47	20.1	NTU	19.9	C	0
14.05.2017	1:21:47	20.6	NTU	20	C	0
14.05.2017	1:31:47	20.9	NTU	19.9	C	0
14.05.2017	1:41:47	20.8	NTU	19.9	C	0
14.05.2017	1:51:47	20.2	NTU	19.9	C	0
14.05.2017	2:01:47	20.8	NTU	19.8	C	0
14.05.2017	2:11:47	20.9	NTU	19.8	C	0
14.05.2017	2:21:47	20.9	NTU	19.8	C	0
14.05.2017	2:31:47	20.9	NTU	19.8	C	0
14.05.2017	2:41:47	21.2	NTU	19.8	C	0
14.05.2017	2:51:47	21.2	NTU	19.8	C	0
14.05.2017	3:01:47	20.9	NTU	19.7	C	0
14.05.2017	3:11:47	21.2	NTU	19.7	C	0
14.05.2017	3:21:48	21.2	NTU	19.7	C	0
14.05.2017	3:31:48	21.2	NTU	19.7	C	0
14.05.2017	3:41:48	21.7	NTU	19.7	C	0
14.05.2017	3:51:48	21.8	NTU	19.7	C	0
14.05.2017	4:01:48	21.7	NTU	19.7	C	0
14.05.2017	4:11:48	21	NTU	19.7	C	0
14.05.2017	4:21:48	20.9	NTU	19.6	C	0
14.05.2017	4:31:48	21.3	NTU	19.6	C	0
14.05.2017	4:41:48	20.9	NTU	19.6	C	0
14.05.2017	4:51:48	21.6	NTU	19.6	C	0
14.05.2017	5:01:48	21.3	NTU	19.5	C	0
14.05.2017	5:11:48	21.2	NTU	19.5	C	0
14.05.2017	5:21:48	21.4	NTU	19.5	C	0
14.05.2017	5:31:48	21.8	NTU	19.5	C	0
14.05.2017	5:41:49	21.6	NTU	19.5	C	0
14.05.2017	5:51:49	21.4	NTU	19.5	C	0
14.05.2017	6:01:49	21.8	NTU	19.5	C	0
14.05.2017	6:11:49	21.3	NTU	19.4	C	0
14.05.2017	6:21:49	21	NTU	19.5	C	0
14.05.2017	6:31:49	20.9	NTU	19.5	C	0
14.05.2017	6:41:49	21.8	NTU	19.5	C	0
14.05.2017	6:51:49	20.8	NTU	19.5	C	0
14.05.2017	7:01:49	21.3	NTU	19.4	C	0
14.05.2017	7:11:49	21.2	NTU	19.5	C	0
14.05.2017	7:21:49	21.7	NTU	19.5	C	0
14.05.2017	7:31:49	21.6	NTU	19.5	C	0
14.05.2017	7:41:49	20.5	NTU	19.5	C	0
14.05.2017	7:51:50	20.9	NTU	19.5	C	0
14.05.2017	8:01:50	20.2	NTU	19.6	C	0
14.05.2017	8:11:50	19.9	NTU	19.6	C	0
14.05.2017	8:21:50	20.7	NTU	19.6	C	0
14.05.2017	8:31:50	20.3	NTU	19.7	C	0
14.05.2017	8:41:50	21	NTU	19.7	C	0
14.05.2017	8:51:50	20.5	NTU	19.7	C	0
14.05.2017	9:01:50	20.5	NTU	19.7	C	0
14.05.2017	9:11:50	20	NTU	19.7	C	0
14.05.2017	9:21:50	20.4	NTU	19.8	C	0
14.05.2017	9:31:50	20.2	NTU	19.8	C	0
14.05.2017	9:41:50	21.2	NTU	19.8	C	0
14.05.2017	9:51:50	20.5	NTU	19.9	C	0
14.05.2017	10:01:50	21	NTU	19.9	C	0
14.05.2017	10:11:51	20.4	NTU	19.9	C	0
14.05.2017	10:21:51	20.3	NTU	19.9	C	0
14.05.2017	10:31:51	20.6	NTU	19.9	C	0
14.05.2017	10:41:51	20	NTU	19.9	C	0
14.05.2017	10:51:51	21.3	NTU	20	C	0
14.05.2017	11:01:51	20.6	NTU	20	C	0
14.05.2017	11:11:51	20.5	NTU	20	C	0
14.05.2017	11:21:51	20.1	NTU	20	C	0
14.05.2017	11:31:51	19.9	NTU	20	C	0
14.05.2017	11:41:51	21.1	NTU	20	C	0
14.05.2017	11:51:51	20.9	NTU	20	C	0
14.05.2017	12:01:51	20.6	NTU	20	C	0
14.05.2017	12:11:51	20	NTU	20	C	0
14.05.2017	12:21:52	20.1	NTU	20	C	0
14.05.2017	12:31:52	19.7	NTU	20	C	0
14.05.2017	12:41:52	20.9	NTU	19.9	C	0
14.05.2017	12:51:52	19.7	NTU	19.9	C	0
14.05.2017	13:01:52	21	NTU	19.8	C	0
14.05.2017	13:11:52	20.5	NTU	19.7	C	0
14.05.2017	13:21:52	21	NTU	19.7	C	0
14.05.2017	13:31:52	20.8	NTU	19.7	C	0
14.05.2017	13:41:52	21.2	NTU	19.7	C	0
14.05.2017	13:51:52	21.3	NTU	19.7	C	0
14.05.2017	14:01:52	20.8	NTU	19.6	C	0
14.05.2017	14:11:52	20.8	NTU	19.6	C	0
14.05.2017	14:21:52	21.4	NTU	19.6	C	0
14.05.2017	14:31:52	21.9	NTU	19.6	C	0
14.05.2017	14:41:53	21.7	NTU	19.6	C	0
14.05.2017	14:51:53	21.3	NTU	19.6	C	0
14.05.2017	15:01:53	21.7	NTU	19.7	C	0
14.05.2017	15:11:53	21.3	NTU	19.6	C	0
14.05.2017	15:21:53	20.5	NTU	19.6	C	0
14.05.2017	15:31:53	20.7	NTU	19.6	C	0
14.05.2017	15:41:53	21.3	NTU	19.5	C	0
14.05.2017	15:51:53	21.3	NTU	19.5	C	0
14.05.2017	16:01:53	21.9	NTU	19.5	C	0
14.05.2017	16:11:53	21.8	NTU	19.5	C	0
14.05.2017	16:21:53	21.3	NTU	19.5	C	0
14.05.2017	16:31:53	21.4	NTU	19.5	C	0
14.05.2017	16:41:53	21.8	NTU	19.5	C	0
14.05.2017	16:51:54	20.7	NTU	19.4	C	0
14.05.2017	17:01:54	21.6	NTU	19.6	C	0
14.05.2017	17:11:54	21.7	NTU	19.5	C	0
14.05.2017	17:21:54	20.3	NTU	19.5	C	0
14.05.2017	17:31:54	20.4	NTU	19.6	C	0
14.05.2017	17:41:54	20.2	NTU	19.6	C	0
14.05.2017	17:51:54	20.2	NTU	19.6	C	0
14.05.2017	18:01:54	21.2	NTU	19.7	C	0
14.05.2017	18:11:54	20.3	NTU	19.7	C	0
14.05.2017	18:21:54	21	NTU	19.7	C	0
14.05.2017	18:31:54	21	NTU	19.7	C	0
14.05.2017	18:41:54	20	NTU	19.8	C	0
14.05.2017	18:51:54	21.2	NTU	19.7	C	0
14.05.2017	19:01:55	20.5	NTU	19.7	C	0
14.05.2017	19:11:55	20.8	NTU	19.8	C	0
14.05.2017	19:21:55	20.2	NTU	19.8	C	0
14.05.2017	19:31:55	20.6	NTU	19.9	C	0
14.05.2017	19:41:55	21.1	NTU	19.9	C	0
14.05.2017	19:51:55	21.1	NTU	19.9	C	0
14.05.2017	20:01:55	20.6	NTU	19.9	C	0
14.05.2017	20:11:55	20.9	NTU	19.9	C	0
14.05.2017	20:21:55	20.5	NTU	20	C	0
14.05.2017	20:31:55	21	NTU	20	C	0
14.05.2017	20:41:55	20.1	NTU	20	C	0
14.05.2017	20:51:55	20.5	NTU	20	C	0
14.05.2017	21:01:55	20.5	NTU	20	C	0
14.05.2017	21:11:55	20.6	NTU	20	C	0
14.05.2017	21:21:56	20.8	NTU	20.1	C	0
14.05.2017	21:31:56	20.4	NTU	20.1	C	0
14.05.2017	21:41:56	19.9	NTU	20.1	C	0
14.05.2017	21:51:56	21	NTU	20.1	C	0
14.05.2017	22:01:56	20.9	NTU	20.1	C	0
14.05.2017	22:11:56	20.5	NTU	20.1	C	0
14.05.2017	22:21:56	20.4	NTU	20.1	C	0
14.05.2017	22:31:56	20	NTU	20.1	C	0
14.05.2017	22:41:56	20.6	NTU	20.1	C	0
14.05.2017	22:51:56	20.3	NTU	20.1	C	0
14.05.2017	23:01:56	20.6	NTU	20.2	C	0
14.05.2017	23:11:56	21.1	NTU	20.1	C	0
14.05.2017	23:21:56	21.1	NTU	20.1	C	0
14.05.2017	23:31:57	21	NTU	20.2	C	0
14.05.2017	23:41:57	20.4	NTU	20.2	C	0
14.05.2017	23:51:57	20.4	NTU	20.2	C	0
15.05.2017	0:01:57	20.6	NTU	20.1	C	0
15.05.2017	0:11:57	20.8	NTU	20.2	C	0
15.05.2017	0:21:57	20.3	NTU	20.1	C	0
15.05.2017	0:31:57	21	NTU	20.2	C	0
15.05.2017	0:41:57	20	NTU	20.1	C	0
15.05.2017	0:51:57	21	NTU	20	C	0
15.05.2017	1:01:57	20.5	NTU	20	C	0
15.05.2017	1:11:57	20.1	NTU	20	C	0
15.05.2017	1:21:57	20.8	NTU	19.9	C	0
15.05.2017	1:31:57	21.1	NTU	19.9	C	0
15.05.2017	1:41:57	20.9	NTU	19.9	C	0
15.05.2017	1:51:58	20.9	NTU	19.9	C	0
15.05.2017	2:01:58	20.9	NTU	19.9	C	0
15.05.2017	2:11:58	21	NTU	19.8	C	0
15.05.2017	2:21:58	21.8	NTU	19.8	C	0
15.05.2017	2:31:58	20.7	NTU	19.8	C	0
15.05.2017	2:41:58	21.3	NTU	19.8	C	0
15.05.2017	2:51:58	20.9	NTU	19.7	C	0
15.05.2017	3:01:58	21.7	NTU	19.7	C	0
15.05.2017	3:11:58	20.9	NTU	19.7	C	0
15.05.2017	3:21:58	21.4	NTU	19.7	C	0
15.05.2017	3:31:58	21.4	NTU	19.7	C	0
15.05.2017	3:41:58	21.4	NTU	19.7	C	0
15.05.2017	3:51:58	21.7	NTU	19.7	C	0
15.05.2017	4:01:59	21.8	NTU	19.7	C	0
15.05.2017	4:11:59	21.2	NTU	19.7	C	0
15.05.2017	4:21:59	21.3	NTU	19.6	C	0
15.05.2017	4:31:59	21.8	NTU	19.6	C	0
15.05.2017	4:41:59	21.4	NTU	19.6	C	0
15.05.2017	4:51:59	21.8	NTU	19.6	C	0
15.05.2017	5:01:59	21.9	NTU	19.6	C	0
15.05.2017	5:11:59	21.6	NTU	19.5	C	0
15.05.2017	5:21:59	21	NTU	19.5	C	0
15.05.2017	5:31:59	21.7	NTU	19.5	C	0
15.05.2017	5:41:59	22.1	NTU	19.5	C	0
15.05.2017	5:51:59	21.4	NTU	19.5	C	0
15.05.2017	6:01:59	21.3	NTU	19.5	C	0
15.05.2017	6:11:59	21.8	NTU	19.5	C	0
15.05.2017	6:22:00	21	NTU	19.5	C	0
15.05.2017	6:32:00	21.7	NTU	19.6	C	0
15.05.2017	6:42:00	20.8	NTU	19.5	C	0
15.05.2017	6:52:00	21.6	NTU	19.5	C	0
15.05.2017	7:02:00	21.7	NTU	19.6	C	0
15.05.2017	7:12:00	20.8	NTU	19.5	C	0
15.05.2017	7:22:00	21.4	NTU	19.5	C	0
15.05.2017	7:32:00	20.5	NTU	19.5	C	0
15.05.2017	7:42:00	21.6	NTU	19.6	C	0
15.05.2017	7:52:00	21	NTU	19.5	C	0
15.05.2017	8:02:00	20.8	NTU	19.6	C	0
15.05.2017	8:12:00	20.9	NTU	19.6	C	0
15.05.2017	8:22:00	21.3	NTU	19.2	C	0
15.05.2017	8:32:01	21.3	NTU	18.9	C	0
15.05.2017	8:42:01	22.5	NTU	18.8	C	0
15.05.2017	8:52:01	22	NTU	18.6	C	0
15.05.2017	9:02:01	21.8	NTU	18.4	C	0
15.05.2017	9:12:01	22.6	NTU	18.2	C	0
15.05.2017	9:22:01	22.2	NTU	18.1	C	0
15.05.2017	9:32:01	22.2	NTU	18.1	C	0
15.05.2017	9:42:01	21.6	NTU	18.2	C	0
15.05.2017	9:52:01	22.1	NTU	18.3	C	0
15.05.2017	10:02:01	21.7	NTU	18.3	C	0
15.05.2017	10:12:01	21.1	NTU	18.3	C	0
15.05.2017	10:22:01	21.8	NTU	18.3	C	0
15.05.2017	10:32:01	21.6	NTU	18.4	C	0
15.05.2017	10:42:01	21.6	NTU	18.4	C	0
15.05.2017	10:52:02	21.2	NTU	18.4	C	0
15.05.2017	11:02:02	21.1	NTU	18.4	C	0
15.05.2017	11:12:02	21.1	NTU	18.4	C	0
15.05.2017	11:22:02	21.1	NTU	18.4	C	0
15.05.2017	11:32:02	21.3	NTU	18.5	C	0
15.05.2017	11:42:02	20.4	NTU	18.5	C	0
15.05.2017	11:52:02	21.1	NTU	18.6	C	0
15.05.2017	12:02:02	20.7	NTU	18.7	C	0
15.05.2017	12:12:02	20.4	NTU	18.6	C	0
15.05.2017	12:22:02	20.2	NTU	18.7	C	0
15.05.2017	12:32:02	19.9	NTU	18.7	C	0
15.05.2017	12:42:02	20.3	NTU	18.7	C	0
15.05.2017	12:52:02	20.6	NTU	18.7	C	0
