Date;Time;Turbidity
2012-06-15;16:41:32;6.525401115
2012-06-15;16:43:32;7.341076374
2012-06-15;16:45:32;6.986434937
2012-06-15;16:47:32;9.043354988
2012-06-15;16:49:32;7.731181622
2012-06-15;16:51:32;7.943966389
2012-06-15;16:53:32;9.185211182
2012-06-15;16:55:32;7.837574005
2012-06-15;16:57:32;8.582321167
2012-06-15;16:59:32;6.631793499
2012-06-15;17:01:32;8.653249741
2012-06-15;17:03:32;9.362531662
2012-06-15;17:05:32;7.943966389
2012-06-15;17:07:32;6.560865402
2012-06-15;17:09:32;10.42645645
2012-06-15;17:11:32;7.482933044
2012-06-15;17:13:32;8.334072113
2012-06-15;17:15:32;10.10727882
2012-06-15;17:17:32;9.327068329
2012-06-15;17:19:32;8.334072113
2012-06-15;17:21:32;7.873038292
2012-06-15;17:23:32;8.334072113
2012-06-15;17:25:32;6.95097065
2012-06-15;17:27:32;6.525401115
2012-06-15;17:29:32;8.582321167
2012-06-15;17:31:32;7.199219704
2012-06-15;17:33:32;7.731181622
2012-06-15;17:35:32;8.795105934
2012-06-15;17:37:32;7.518396854
2012-06-15;17:39:32;7.2701478
2012-06-15;17:41:32;6.95097065
2012-06-15;17:43:32;7.908502579
2012-06-15;17:45:32;7.695717812
2012-06-15;17:47:32;6.844578266
2012-06-15;17:49:32;6.419008732
2012-06-15;17:51:32;7.624789238
2012-06-15;17:53:32;8.617785454
2012-06-15;17:55:32;7.376540184
2012-06-15;17:57:32;9.68170929
2012-06-15;17:59:32;6.489936829
2012-06-15;18:01:32;6.702721596
2012-06-15;18:03:32;9.007890701
2012-06-15;18:05:32;8.688713074
2012-06-15;18:07:32;7.731181622
2012-06-15;18:09:32;6.596329212
2012-06-15;18:11:32;7.908502579
2012-06-15;18:13:32;7.2701478
2012-06-15;18:15:32;6.560865402
2012-06-15;18:17:32;6.631793499
2012-06-15;18:19:32;7.2701478
2012-06-15;18:21:32;8.227679253
2012-06-15;18:23:32;5.922510624
2012-06-15;18:25:32;7.057363033
2012-06-15;18:27:32;7.09282732
2012-06-15;18:29:32;6.95097065
2012-06-15;18:31:32;6.702721596
2012-06-15;18:33:32;7.341076374
2012-06-15;18:35:32;6.986434937
2012-06-15;18:37:32;7.802110195
2012-06-15;18:39:32;6.383544445
2012-06-15;18:41:32;7.802110195
2012-06-15;18:43:32;11.84502125
2012-06-15;18:45:32;6.383544445
2012-06-15;18:47:32;6.986434937
2012-06-15;18:49:32;6.312616348
2012-06-15;18:51:32;7.057363033
2012-06-15;18:53:32;6.880042553
2012-06-15;18:55:32;6.667257786
2012-06-15;18:57:32;13.19265842
2012-06-15;18:59:32;8.936962128
2012-06-15;19:01:32;7.802110195
2012-06-15;19:03:32;7.163755417
2012-06-15;19:05:32;7.766645908
2012-06-15;19:07:32;7.412004471
2012-06-15;19:09:32;7.589325428
2012-06-15;19:11:32;7.660253525
2012-06-15;19:13:32;6.880042553
2012-06-15;19:15:32;8.263143539
2012-06-15;19:17:32;7.873038292
2012-06-15;19:19:32;7.341076374
2012-06-15;19:21:32;7.23468399
2012-06-15;19:23:32;7.979430676
2012-06-15;19:25:32;8.440464973
2012-06-15;19:27:32;6.560865402
2012-06-15;19:29:32;6.880042553
2012-06-15;19:31:32;7.128291607
2012-06-15;19:33:32;10.32006359
2012-06-15;19:35:32;7.341076374
2012-06-15;19:37:32;7.163755417
2012-06-15;19:39:32;8.014894485
2012-06-15;19:41:32;7.908502579
2012-06-15;19:43:32;8.405000687
2012-06-15;19:45:32;7.128291607
2012-06-15;19:47:32;8.085823059
2012-06-15;19:49:32;7.376540184
2012-06-15;19:51:32;7.802110195
2012-06-15;19:53:32;8.405000687
2012-06-15;19:55:32;7.802110195
2012-06-15;19:57:32;6.596329212
2012-06-15;19:59:32;9.220675468
2012-06-15;20:01:32;8.263143539
2012-06-15;20:03:32;9.327068329
2012-06-15;20:05:32;7.447468758
2012-06-15;20:07:32;8.298607826
2012-06-15;20:09:32;7.766645908
2012-06-15;20:11:32;9.114283562
2012-06-15;20:13:32;10.03635025
2012-06-15;20:15:32;6.91550684
2012-06-15;20:17:32;8.440464973
2012-06-15;20:19:32;8.475928307
2012-06-15;20:21:32;9.007890701
2012-06-15;20:23:32;8.3695364
2012-06-15;20:25:32;7.376540184
2012-06-15;20:27:32;9.646245003
2012-06-15;20:29:32;8.227679253
2012-06-15;20:31:32;7.412004471
2012-06-15;20:33:32;8.866034508
2012-06-15;20:35:32;6.844578266
2012-06-15;20:37:32;7.341076374
2012-06-15;20:39:32;9.575316429
2012-06-15;20:41:32;8.830570221
2012-06-15;20:43:32;7.057363033
2012-06-15;20:45:32;8.511392593
2012-06-15;20:47:32;7.305612087
2012-06-15;20:49:32;7.412004471
2012-06-15;20:51:32;8.54685688
2012-06-15;20:53:32;6.738185883
2012-06-15;20:55:32;7.23468399
2012-06-15;20:57:32;7.873038292
2012-06-15;20:59:32;10.46192074
2012-06-15;21:01:32;7.305612087
2012-06-15;21:03:32;6.880042553
2012-06-15;21:05:32;7.695717812
2012-06-15;21:07:32;7.341076374
2012-06-15;21:09:32;7.09282732
2012-06-15;21:11:32;8.085823059
2012-06-15;21:13:32;7.518396854
2012-06-15;21:15:32;8.830570221
2012-06-15;21:17:32;7.943966389
2012-06-15;21:19:32;7.482933044
2012-06-15;21:21:32;8.227679253
2012-06-15;21:23:32;6.560865402
2012-06-15;21:25:32;8.263143539
2012-06-15;21:27:32;6.880042553
2012-06-15;21:29:32;8.050358772
2012-06-15;21:31:32;7.128291607
2012-06-15;21:33:32;10.49738407
2012-06-15;21:35:32;8.688713074
2012-06-15;21:37:32;7.305612087
2012-06-15;21:39:32;7.376540184
2012-06-15;21:41:32;7.128291607
2012-06-15;21:43:32;6.986434937
2012-06-15;21:45:32;7.943966389
2012-06-15;21:47:32;10.46192074
2012-06-15;21:49:32;9.007890701
2012-06-15;21:51:32;9.894494057
2012-06-15;21:53:32;8.405000687
2012-06-15;21:55:32;8.653249741
2012-06-15;21:57:32;8.724177361
2012-06-15;21:59:32;8.617785454
2012-06-15;22:01:32;8.440464973
2012-06-15;22:03:32;7.624789238
2012-06-15;22:05:32;7.376540184
2012-06-15;22:07:32;7.23468399
2012-06-15;22:09:32;7.376540184
2012-06-15;22:11:32;8.334072113
2012-06-15;22:13:32;8.121287346
2012-06-15;22:15:32;6.986434937
2012-06-15;22:17:32;9.929958344
2012-06-15;22:19:32;8.192215919
2012-06-15;22:21:32;7.057363033
2012-06-15;22:23:32;9.185211182
2012-06-15;22:25:32;7.021899223
2012-06-15;22:27:32;12.23512745
2012-06-15;22:29:32;7.021899223
2012-06-15;22:31:32;7.057363033
2012-06-15;22:33:32;7.376540184
2012-06-15;22:35:32;7.482933044
2012-06-15;22:37:32;7.589325428
2012-06-15;22:39:32;9.007890701
2012-06-15;22:41:32;10.67470551
2012-06-15;22:43:32;9.114283562
2012-06-15;22:45:32;6.560865402
2012-06-15;22:47:32;7.766645908
2012-06-15;22:49:32;7.128291607
2012-06-15;22:51:32;8.298607826
2012-06-15;22:53:32;6.844578266
2012-06-15;22:55:32;10.42645645
2012-06-15;22:57:32;9.717173576
2012-06-15;22:59:32;6.880042553
2012-06-15;23:01:32;11.95141411
2012-06-15;23:03:32;8.014894485
2012-06-15;23:05:32;8.298607826
2012-06-15;23:07:32;7.943966389
2012-06-15;23:09:32;7.199219704
2012-06-15;23:11:32;7.695717812
2012-06-15;23:13:32;8.405000687
2012-06-15;23:15:32;7.731181622
2012-06-15;23:17:32;7.979430676
2012-06-15;23:19:32;7.695717812
2012-06-15;23:21:32;8.724177361
2012-06-15;23:23:32;8.936962128
2012-06-15;23:25:32;9.397995949
2012-06-15;23:27:32;8.334072113
2012-06-15;23:29:32;10.42645645
2012-06-15;23:31:32;10.8165617
2012-06-15;23:33:32;9.078819275
2012-06-15;23:35:32;9.96542263
2012-06-15;23:37:32;11.20666695
2012-06-15;23:39:32;10.24913502
2012-06-15;23:41:32;8.440464973
2012-06-15;23:43:32;8.121287346
2012-06-15;23:45:32;9.78810215
2012-06-15;23:47:32;10.07181454
2012-06-15;23:49:32;7.23468399
2012-06-15;23:51:32;7.873038292
2012-06-15;23:53:32;7.447468758
2012-06-15;23:55:32;8.227679253
2012-06-15;23:57:32;8.866034508
2012-06-15;23:59:32;9.575316429
2012-06-16;0:01:32;9.043354988
2012-06-16;0:03:32;9.043354988
2012-06-16;0:05:32;8.014894485
2012-06-16;0:07:32;7.943966389
2012-06-16;0:09:32;8.617785454
2012-06-16;0:11:32;10.60377693
2012-06-16;0:13:32;8.795105934
2012-06-16;0:15:32;7.766645908
2012-06-16;0:17:32;9.043354988
2012-06-16;0:19:32;9.007890701
2012-06-16;0:21:32;9.327068329
2012-06-16;0:23:32;9.114283562
2012-06-16;0:25:32;11.59677315
2012-06-16;0:27:32;10.63924122
2012-06-16;0:29:32;8.192215919
2012-06-16;0:31:32;7.624789238
2012-06-16;0:33:32;8.688713074
2012-06-16;0:35:32;10.21367168
2012-06-16;0:37:32;7.199219704
2012-06-16;0:39:32;8.475928307
2012-06-16;0:41:32;12.80255318
2012-06-16;0:43:32;7.660253525
2012-06-16;0:45:32;10.21367168
2012-06-16;0:47:32;7.908502579
2012-06-16;0:49:32;8.688713074
2012-06-16;0:51:32;8.156751633
2012-06-16;0:53:32;8.866034508
2012-06-16;0:55:32;8.227679253
2012-06-16;0:57:32;8.759641647
2012-06-16;0:59:32;10.1782074
2012-06-16;1:01:32;9.185211182
2012-06-16;1:03:32;10.42645645
2012-06-16;1:05:32;8.901497841
2012-06-16;1:07:32;10.60377693
2012-06-16;1:09:32;8.617785454
2012-06-16;1:11:32;10.14274311
2012-06-16;1:13:32;8.440464973
2012-06-16;1:15:32;8.3695364
2012-06-16;1:17:32;7.979430676
2012-06-16;1:19:32;8.298607826
2012-06-16;1:21:32;9.468924522
2012-06-16;1:23:32;12.12873459
2012-06-16;1:25:32;9.185211182
2012-06-16;1:27:32;10.88749027
2012-06-16;1:29:32;10.71016884
2012-06-16;1:31:32;8.724177361
2012-06-16;1:33:32;11.41945171
2012-06-16;1:35:32;14.15019035
2012-06-16;1:37:32;7.873038292
2012-06-16;1:39:32;9.256139755
2012-06-16;1:41:32;9.220675468
2012-06-16;1:43:32;10.00088692
2012-06-16;1:45:32;9.362531662
2012-06-16;1:47:32;8.653249741
2012-06-16;1:49:32;9.185211182
2012-06-16;1:51:32;7.943966389
2012-06-16;1:53:32;9.362531662
2012-06-16;1:55:32;9.539853096
2012-06-16;1:57:32;9.043354988
2012-06-16;1:59:32;9.610780716
2012-06-16;2:01:32;8.617785454
2012-06-16;2:03:32;10.56831264
2012-06-16;2:05:32;8.440464973
2012-06-16;2:07:32;12.97987366
2012-06-16;2:09:32;9.397995949
2012-06-16;2:11:32;9.114283562
2012-06-16;2:13:32;9.717173576
2012-06-16;2:15:32;12.30605507
2012-06-16;2:17:32;10.21367168
2012-06-16;2:19:32;8.334072113
2012-06-16;2:21:32;11.56130886
2012-06-16;2:23:32;10.14274311
2012-06-16;2:25:32;7.057363033
2012-06-16;2:27:32;9.85902977
2012-06-16;2:29:32;9.504388809
2012-06-16;2:31:32;9.007890701
2012-06-16;2:33:32;10.39099216
2012-06-16;2:35:32;8.050358772
2012-06-16;2:37:32;10.56831264
2012-06-16;2:39:32;9.468924522
2012-06-16;2:41:32;8.617785454
2012-06-16;2:43:32;8.617785454
2012-06-16;2:45:32;7.979430676
2012-06-16;2:47:32;10.99388218
2012-06-16;2:49:32;8.795105934
2012-06-16;2:51:32;8.475928307
2012-06-16;2:53:32;8.3695364
2012-06-16;2:55:32;8.156751633
2012-06-16;2:57:32;10.92295361
2012-06-16;2:59:32;8.3695364
2012-06-16;3:01:32;8.901497841
2012-06-16;3:03:32;9.043354988
2012-06-16;3:05:32;8.688713074
2012-06-16;3:07:32;8.440464973
2012-06-16;3:09:32;10.88749027
2012-06-16;3:11:32;10.8165617
2012-06-16;3:13:32;10.10727882
2012-06-16;3:15:32;10.1782074
2012-06-16;3:17:32;9.504388809
2012-06-16;3:19:32;10.74563313
2012-06-16;3:21:32;11.88048553
2012-06-16;3:23:32;13.51183605
2012-06-16;3:25:32;9.397995949
2012-06-16;3:27:32;11.77409363
2012-06-16;3:29:32;8.866034508
2012-06-16;3:31:32;11.49038029
2012-06-16;3:33:32;9.433460236
2012-06-16;3:35:32;9.575316429
2012-06-16;3:37:32;10.53284836
2012-06-16;3:39:32;12.0932703
2012-06-16;3:41:32;8.263143539
2012-06-16;3:43:32;9.007890701
2012-06-16;3:45:32;11.13573933
2012-06-16;3:47:32;13.01533794
2012-06-16;3:49:32;12.6252327
2012-06-16;3:51:32;9.256139755
2012-06-16;3:53:32;9.929958344
2012-06-16;3:55:32;8.830570221
2012-06-16;3:57:32;9.717173576
2012-06-16;3:59:32;12.7316246
2012-06-16;4:01:32;9.362531662
2012-06-16;4:03:32;8.830570221
2012-06-16;4:05:32;9.504388809
2012-06-16;4:07:32;11.41945171
2012-06-16;4:09:32;8.334072113
2012-06-16;4:11:32;10.71016884
2012-06-16;4:13:32;11.13573933
2012-06-16;4:15:32;8.334072113
2012-06-16;4:17:32;11.63223648
2012-06-16;4:19:32;8.440464973
2012-06-16;4:21:32;8.795105934
2012-06-16;4:23:32;11.27759552
2012-06-16;4:25:32;9.929958344
2012-06-16;4:27:32;11.34852409
2012-06-16;4:29:32;10.00088692
2012-06-16;4:31:32;12.69616127
2012-06-16;4:33:32;9.468924522
2012-06-16;4:35:32;10.24913502
2012-06-16;4:37:32;9.220675468
2012-06-16;4:39:32;10.24913502
2012-06-16;4:41:32;12.80255318
2012-06-16;4:43:32;12.97987366
2012-06-16;4:45:32;9.043354988
2012-06-16;4:47:32;12.12873459
2012-06-16;4:49:32;10.14274311
2012-06-16;4:51:32;11.24213123
2012-06-16;4:53:32;9.256139755
2012-06-16;4:55:32;9.610780716
2012-06-16;4:57:32;14.15019035
2012-06-16;4:59:32;9.539853096
2012-06-16;5:01:32;11.13573933
2012-06-16;5:03:32;9.327068329
2012-06-16;5:05:32;9.007890701
2012-06-16;5:07:32;11.63223648
2012-06-16;5:09:32;11.06481075
2012-06-16;5:11:32;9.078819275
2012-06-16;5:13:32;9.149746895
2012-06-16;5:15:32;9.327068329
2012-06-16;5:17:32;9.504388809
2012-06-16;5:19:32;10.39099216
2012-06-16;5:21:32;9.291604042
2012-06-16;5:23:32;11.02934647
2012-06-16;5:25:32;12.12873459
2012-06-16;5:27:32;8.617785454
2012-06-16;5:29:32;10.8165617
2012-06-16;5:31:32;16.06525421
2012-06-16;5:33:32;11.454916
2012-06-16;5:35:32;13.01533794
2012-06-16;5:37:32;10.2845993
2012-06-16;5:39:32;9.327068329
2012-06-16;5:41:32;12.23512745
2012-06-16;5:43:32;9.894494057
2012-06-16;5:45:32;9.78810215
2012-06-16;5:47:32;11.52584457
2012-06-16;5:49:32;14.9304018
2012-06-16;5:51:32;9.646245003
2012-06-16;5:53:32;10.74563313
2012-06-16;5:55:32;11.9868784
2012-06-16;5:57:32;12.58976841
2012-06-16;5:59:32;12.55430412
2012-06-16;6:01:32;10.74563313
2012-06-16;6:03:32;8.263143539
2012-06-16;6:05:32;12.7316246
2012-06-16;6:07:32;9.929958344
2012-06-16;6:09:32;7.908502579
2012-06-16;6:11:32;9.043354988
2012-06-16;6:13:32;9.504388809
2012-06-16;6:15:32;11.20666695
2012-06-16;6:17:32;9.362531662
2012-06-16;6:19:32;10.39099216
2012-06-16;6:21:32;10.32006359
2012-06-16;6:23:32;9.220675468
2012-06-16;6:25:32;9.078819275
2012-06-16;6:27:32;12.30605507
2012-06-16;6:29:32;12.34151936
2012-06-16;6:31:32;10.74563313
2012-06-16;6:33:32;9.078819275
2012-06-16;6:35:32;10.56831264
2012-06-16;6:37:32;12.0932703
2012-06-16;6:39:32;12.19966316
2012-06-16;6:41:32;22.98076057
2012-06-16;6:43:32;51.63578415
2012-06-16;6:45:32;19.64713097
2012-06-16;6:47:32;16.24257469
2012-06-16;6:49:32;17.34196281
2012-06-16;6:51:32;14.82400894
2012-06-16;6:53:32;17.83846092
2012-06-16;6:55:32;13.65369225
2012-06-16;6:57:32;12.69616127
2012-06-16;6:59:32;15.67514801
2012-06-16;7:01:32;12.41244793
2012-06-16;7:03:32;14.50483227
2012-06-16;7:05:32;16.7390728
2012-06-16;7:07:32;12.6252327
2012-06-16;7:09:32;15.24957848
2012-06-16;7:11:32;13.263587
2012-06-16;7:13:32;13.22812271
2012-06-16;7:15:32;13.05080223
2012-06-16;7:17:32;15.5687561
2012-06-16;7:19:32;13.83101368
2012-06-16;7:21:32;14.04379845
2012-06-16;7:23:32;13.05080223
2012-06-16;7:25:32;12.0932703
2012-06-16;7:27:32;14.07926178
2012-06-16;7:29:32;12.41244793
2012-06-16;7:31:32;10.14274311
2012-06-16;7:33:32;11.88048553
2012-06-16;7:35:32;11.80955791
2012-06-16;7:37:32;11.20666695
2012-06-16;7:39:32;11.31305981
2012-06-16;7:41:32;10.67470551
2012-06-16;7:43:32;12.23512745
2012-06-16;7:45:32;11.06481075
2012-06-16;7:47:32;11.454916
2012-06-16;7:49:32;10.99388218
2012-06-16;7:51:32;11.88048553
2012-06-16;7:53:32;11.56130886
2012-06-16;7:55:32;11.454916
2012-06-16;7:57:32;14.50483227
2012-06-16;7:59:32;14.71761703
2012-06-16;8:01:32;13.61822891
2012-06-16;8:03:32;13.1217308
2012-06-16;8:05:32;10.85202599
2012-06-16;8:07:32;9.185211182
2012-06-16;8:09:32;12.12873459
2012-06-16;8:11:32;9.894494057
2012-06-16;8:13:32;13.9019413
2012-06-16;8:15:32;14.82400894
2012-06-16;8:17:32;11.91594982
2012-06-16;8:19:32;11.13573933
2012-06-16;8:21:32;17.76753235
2012-06-16;8:23:32;13.58276463
2012-06-16;8:25:32;10.46192074
2012-06-16;8:27:32;8.724177361
2012-06-16;8:29:32;11.454916
2012-06-16;8:31:32;12.23512745
2012-06-16;8:33:32;12.66069698
2012-06-16;8:35:32;9.96542263
2012-06-16;8:37:32;10.56831264
2012-06-16;8:39:32;9.78810215
2012-06-16;8:41:32;13.08626652
2012-06-16;8:43:32;11.73862934
2012-06-16;8:45:32;12.4833765
2012-06-16;8:47:32;10.14274311
2012-06-16;8:49:32;9.929958344
2012-06-16;8:51:32;9.327068329
2012-06-16;8:53:32;10.99388218
2012-06-16;8:55:32;9.007890701
2012-06-16;8:57:32;10.56831264
2012-06-16;8:59:32;12.6252327
2012-06-16;9:01:32;12.0932703
2012-06-16;9:03:32;13.263587
2012-06-16;9:05:32;11.73862934
2012-06-16;9:07:32;11.73862934
2012-06-16;9:09:32;9.043354988
2012-06-16;9:11:32;14.68215275
2012-06-16;9:13:32;9.78810215
2012-06-16;9:15:32;12.30605507
2012-06-16;9:17:32;10.32006359
2012-06-16;9:19:32;15.42689991
2012-06-16;9:21:32;10.03635025
2012-06-16;9:23:32;9.929958344
2012-06-16;9:25:32;11.17120266
2012-06-16;9:27:32;9.504388809
2012-06-16;9:29:32;10.35552788
2012-06-16;9:31:32;10.71016884
2012-06-16;9:33:32;12.19966316
2012-06-16;9:35:32;9.894494057
2012-06-16;9:37:32;9.646245003
2012-06-16;9:39:32;10.39099216
2012-06-16;9:41:32;10.92295361
2012-06-16;9:43:32;9.433460236
2012-06-16;9:45:32;10.88749027
2012-06-16;9:47:32;10.14274311
2012-06-16;9:49:32;12.16419888
2012-06-16;9:51:32;10.74563313
2012-06-16;9:53:32;9.114283562
2012-06-16;9:55:32;9.043354988
2012-06-16;9:57:32;13.33451557
2012-06-16;9:59:32;12.16419888
2012-06-16;10:01:32;13.51183605
2012-06-16;10:03:32;11.10027504
2012-06-16;10:05:32;10.95841789
2012-06-16;10:07:32;10.78109741
2012-06-16;10:09:32;11.52584457
2012-06-16;10:11:32;15.46236324
2012-06-16;10:13:32;12.23512745
2012-06-16;10:15:32;14.39843941
2012-06-16;10:17:32;14.75308037
2012-06-16;10:19:32;15.63968468
2012-06-16;10:21:32;11.66770077
2012-06-16;10:23:32;12.44791222
2012-06-16;10:25:32;24.36386108
2012-06-16;10:27:32;16.31350327
2012-06-16;10:29:32;13.44090748
2012-06-16;10:31:32;12.34151936
2012-06-16;10:33:32;17.98031807
2012-06-16;10:35:32;17.12917709
2012-06-16;10:37:32;14.68215275
2012-06-16;10:39:32;49.61432648
2012-06-16;10:41:32;13.36997986
2012-06-16;10:43:32;14.11472607
2012-06-16;10:45:32;17.05825043
2012-06-16;10:47:32;11.02934647
2012-06-16;10:49:32;19.39888191
2012-06-16;10:51:32;13.9019413
2012-06-16;10:53:32;12.37698364
2012-06-16;10:55:32;12.37698364
2012-06-16;10:57:32;9.823565483
2012-06-16;10:59:32;12.4833765
2012-06-16;11:01:32;10.53284836
2012-06-16;11:03:32;14.2920475
2012-06-16;11:05:32;12.19966316
2012-06-16;11:07:32;9.823565483
2012-06-16;11:09:32;13.54730034
2012-06-16;11:11:32;13.33451557
2012-06-16;11:13:32;10.24913502
2012-06-16;11:15:32;12.19966316
2012-06-16;11:17:32;13.19265842
2012-06-16;11:19:32;12.23512745
2012-06-16;11:21:32;13.83101368
2012-06-16;11:23:32;9.291604042
2012-06-16;11:25:32;16.06525421
2012-06-16;11:27:32;18.58320808
2012-06-16;11:29:32;12.27059174
2012-06-16;11:31:32;17.66114044
2012-06-16;11:33:32;10.67470551
2012-06-16;11:35:32;14.2920475
2012-06-16;11:37:32;15.60422039
2012-06-16;11:39:32;13.61822891
2012-06-16;11:41:32;10.60377693
2012-06-16;11:43:32;12.69616127
